,family,genus,species
44938,Geminiviridae,Begomovirus,Malvastrum yellow mosaic Helshire virus
44940,Coronaviridae,,Coronavirus Anas/p71/2005/GBR
44941,Coronaviridae,,Coronavirus red knot/p60/2006/GBR
44942,Coronaviridae,,Coronavirus oystercatcher/p17/2006/GBR
44943,Coronaviridae,,Coronavirus Anas/p42/2005/GBR
45133,Nyamiviridae,Nyavirus,Midway nyavirus
45134,Nyamiviridae,Nyavirus,Nyamanini nyavirus
45270,Astroviridae,Mamastrovirus,Bottlenose dolphin astrovirus 1
45271,Astroviridae,Mamastrovirus,California sea lion astrovirus 1
45272,Astroviridae,Mamastrovirus,California sea lion astrovirus 2
45273,Astroviridae,Mamastrovirus,California sea lion astrovirus 3
45274,Astroviridae,Mamastrovirus,Steller sea lion astrovirus 1
45291,Astroviridae,,Astrovirus VA1
45426,Luteoviridae,Polerovirus,Suakwa aphid-borne yellows virus
45866,Geminiviridae,Begomovirus,Passionfruit severe leaf distortion virus
45876,Flaviviridae,,Lammi virus
45877,Arenaviridae,Mammarenavirus,Lujo mammarenavirus
45915,Geminiviridae,Begomovirus,Clerodendrum golden mosaic Jiangsu virus
45986,Secoviridae,Comovirus,Broad bean true mosaic virus
46002,Luteoviridae,Polerovirus,Lentil stunt virus
46003,Luteoviridae,,Chickpea yellows luteovirus
46006,Geminiviridae,Begomovirus,Tomato yellow leaf distortion virus
46007,Bunyaviridae,Hantavirus,Hantavirus HMT 08-02
46157,Picornaviridae,Salivirus,Salivirus A
46189,Luteoviridae,Polerovirus,Cucumber aphid-borne yellows virus
46201,Geminiviridae,Begomovirus,Sweet potato leaf curl Spain virus
46202,Geminiviridae,Begomovirus,Sweet potato leaf curl Canary virus
46352,Geminiviridae,Begomovirus,Ipomoea yellow vein virus
46492,Bunyaviridae,Hantavirus,Maripa hantavirus
46764,Potyviridae,Tritimovirus,Yellow oat-grass mosaic virus
46815,Rhabdoviridae,Cytorhabdovirus,Barley yellow striate mosaic virus
46829,Closteroviridae,Closterovirus,Carrot yellow leaf virus
46947,Closteroviridae,Crinivirus,Diodia vein chlorosis virus
47107,Nodaviridae,Betanodavirus,Platax orbicularis nervous necrosis virus
47503,Picobirnaviridae,Picobirnavirus,Picobirnavirus bovine/RUBV-P/IND/2005
47525,Geminiviridae,Begomovirus,Bhendi yellow vein Haryana virus
47526,Astroviridae,Mamastrovirus,Astrovirus human/SZ908/China/2008
47533,Megabirnaviridae,Megabirnavirus,Rosellinia necatrix megabirnavirus 1
47638,Bunyaviridae,Hantavirus,Hantavirus Jurong TJK/06(RT49)
47639,Bunyaviridae,Hantavirus,Hantavirus Jurong TJK/06(RT50)
47648,Paramyxoviridae,,Snake paramyxovirus
47649,Paramyxoviridae,,Lizard paramyxovirus
47650,Paramyxoviridae,,Tortoise paramyxovirus
47686,Partitiviridae,,Sclerotinia sclerotiorum partitivirus S
47807,Potyviridae,Potyvirus,Jasmine yellow mosaic potyvirus
48055,Bunyaviridae,Hantavirus,Oxbow virus
48056,Bunyaviridae,Hantavirus,Nova virus
48058,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-000818/2008
48059,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-004782/2008
48060,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-005329/2008
48061,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-005331/2008
48062,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007553/2007
48063,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007554/2007
48064,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007555/2007
48065,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007862/2007
48066,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007863/2007
48067,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-016170/2008
48068,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-016171/2008
48069,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-022564/2008
48070,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-022565/2008
48071,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-035365/2007
48072,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-046159/2007
48073,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-047428/2008
48074,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-048814/2008
48075,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-049007/2007
48076,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-052725/2007
48077,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-053540/2007
48078,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-053578/2007
48079,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-053706/2007
48080,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-053853/2007
48081,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-054413/2007
48082,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-055423/2007
48083,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-055431/2008
48084,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-055471/2008
48085,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-056058/2007
48086,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-056826/2007
48087,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-058211/2007
48088,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-058212/2007
48089,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-058648/2007
48090,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-059191/2007
48091,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-22852/2007
48433,Potyviridae,,Fig mosaic virus Alexandria/2008
48435,Anelloviridae,,Torque teno like mini virus Isfahan
48485,Nodaviridae,,Drosophila melanogaster American nodavirus (ANV) SW-2009a
48486,Permutotetraviridae,,Drosophila melanogaster tetravirus SW-2009a
48487,Birnaviridae,,Drosophila melanogaster birnavirus SW-2009a
48488,Totiviridae,,Drosophila melanogaster totivirus SW-2009a
48500,Coronaviridae,Betacoronavirus,Bat SARS Cov Rs806/2006
48573,Chrysoviridae,Chrysovirus,Anthurium mosaic-associated virus
48574,Flaviviridae,Pestivirus,Tunisian sheep virus
48716,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-049317/2007
48717,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-059867/2008
48725,Reoviridae,Rotavirus,Rotavirus turkey/MN/D-007861/2007
48728,Picornaviridae,,Picornaviridae str. China/GDFY100/2008
48832,Geminiviridae,Begomovirus,Tomato leaf curl Hainan virus
48852,Geminiviridae,Begomovirus,Abutilon Brazil virus
48876,Paramyxoviridae,Henipavirus,Bat paramyxovirus Eid.hel/GH45/2008
48901,Geminiviridae,Begomovirus,Cleome leaf crumple virus
48902,Geminiviridae,Begomovirus,Sida Brazil virus
48905,Bunyaviridae,Hantavirus,Hantavirus HPR03-97
48906,Bunyaviridae,Hantavirus,Hantavirus HPR02-71
49033,Rhabdoviridae,Sigmavirus,Drosophila melanogaster sigmavirus
49058,Closteroviridae,Closterovirus,Fig mild mottle-associated virus
49067,Betaflexiviridae,Carlavirus,Butterbur mosaic virus
49093,Rhabdoviridae,Sigmavirus,Drosophila obscura sigmavirus
49094,Rhabdoviridae,Sigmavirus,Drosophila affinis sigmavirus
49109,Reoviridae,Orthoreovirus,Broome virus
49110,Geminiviridae,Begomovirus,Velvet bean severe mosaic virus
49178,Flaviviridae,,Nakiwogo virus
49247,Coronaviridae,,Alpaca coronavirus CA08-1/2008
49248,Secoviridae,Nepovirus,Melon mild mottle virus
49260,Coronaviridae,,Bat coronavirus SLO1A0050/2008/SVN
49261,Coronaviridae,,Bat coronavirus SLO1A0066/2008/SVN
49262,Coronaviridae,,Bat coronavirus SLO1A0082/2008/SVN
49382,Nodaviridae,Betanodavirus,Acanthurus bariene nervous necrosis virus
49383,Nodaviridae,Betanodavirus,Acropoma japonicum nervous necrosis virus
49384,Nodaviridae,Betanodavirus,Carangoides armatus nervous necrosis virus
49385,Nodaviridae,Betanodavirus,Carangoides equula nervous necrosis virus
49386,Nodaviridae,Betanodavirus,Cephalopholis argus nervous necrosis virus
49387,Nodaviridae,Betanodavirus,Chaetodon bennetti nervous necrosis virus
49388,Nodaviridae,Betanodavirus,Cheilinus trilobatus nervous necrosis virus
49389,Nodaviridae,Betanodavirus,Choerodon azurio nervous necrosis virus
49390,Nodaviridae,Betanodavirus,Decapterus kurroides nervous necrosis virus
49391,Nodaviridae,Betanodavirus,Galeus sauteri nervous necrosis virus
49392,Nodaviridae,Betanodavirus,Ichthyscopus lebeck nervous necrosis virus
49393,Nodaviridae,Betanodavirus,Leiognathus equulus nervous necrosis virus
49394,Nodaviridae,Betanodavirus,Leiognathus splendens nervous necrosis virus
49395,Nodaviridae,Betanodavirus,Lepidotrigla alata nervous necrosis virus
49396,Nodaviridae,Betanodavirus,Lophiomus setigerus nervous necrosis virus
49397,Nodaviridae,Betanodavirus,Malakichthys elegans nervous necrosis virus
49398,Nodaviridae,Betanodavirus,Microcanthus strigatus nervous necrosis virus
49399,Nodaviridae,Betanodavirus,Oplegnathus punctatus nervous necrosis virus
49400,Nodaviridae,Betanodavirus,Oreochromis mossambicus nervous necrosis virus
49401,Nodaviridae,Betanodavirus,Ostichthys japonicus nervous necrosis virus
49402,Nodaviridae,Betanodavirus,Parapercis sexfasciata nervous necrosis virus
49403,Nodaviridae,Betanodavirus,Physiculus japonicus nervous necrosis virus
49404,Nodaviridae,Betanodavirus,Platycephalus indicus nervous necrosis virus
49405,Nodaviridae,Betanodavirus,Pseudorhombus sp. nervous necrosis virus
49406,Nodaviridae,Betanodavirus,Scarus rubroviolaceus nervous necrosis virus
49407,Nodaviridae,Betanodavirus,Scomber japonicus nervous necrosis virus
49408,Nodaviridae,Betanodavirus,Sphyraena japonica nervous necrosis virus
49409,Nodaviridae,Betanodavirus,Terapon theraps nervous necrosis virus
49410,Nodaviridae,Betanodavirus,Trachurus japonicus nervous necrosis virus
49411,Nodaviridae,Betanodavirus,Upeneus tragula nervous necrosis virus
49456,Tymoviridae,Marafivirus,Blackberry virus S
49457,Geminiviridae,Begomovirus,Croton yellow vein virus
49604,Tymoviridae,Marafivirus,Grapevine virus Q
49650,Geminiviridae,Begomovirus,Sweetpotato leaf curl virus
49737,Caliciviridae,,Calicivirus isolate Geel 2008/Belgium
49777,Parvoviridae,Bocaparvovirus,Bocavirus pig/Swebo_1/SWE
49853,Potyviridae,Potyvirus,Kalanchoe mosaic virus
49867,Totiviridae,Trichomonasvirus,Trichomonas vaginalis virus 1
49868,Totiviridae,Trichomonasvirus,Trichomonas vaginalis virus 2
49877,Partitiviridae,Betapartitivirus,Ceratocystis resinifera virus 1
49878,Partitiviridae,Betapartitivirus,Pleurotus ostreatus virus 1
49880,Geminiviridae,Begomovirus,Cotton leaf curl Shadadpur virus
49936,Partitiviridae,Cryspovirus,Cryptosporidium parvum virus 1
49959,Bornaviridae,,Avian bornavirus
49972,Endornaviridae,Endornavirus,Helicobasidium mompa endornavirus 1
49977,Geminiviridae,Begomovirus,Malvastrum yellow vein Honghe virus
49991,Tombusviridae,Macanavirus,Furcraea necrotic streak virus
50054,Potyviridae,Potyvirus,Potyvirus Maranta/2009
50165,Potyviridae,Potyvirus,Fig mosaic virus Eg/2008
50310,Coronaviridae,Alphacoronavirus,Harbor seal coronavirus 1
50352,Reoviridae,,Reovirus sp. miyazaki
50571,Secoviridae,Sequivirus,Carrot necrotic dieback virus
50636,Potyviridae,Potyvirus,Tradescantia mild mosaic virus - yellow streak
51174,Geminiviridae,Begomovirus,Tomato leaf deformation virus
51175,Nodaviridae,Betanodavirus,Golden pompano nervous necrosis virus
51176,Coronaviridae,,Kenya bat coronavirus BtKY01
51177,Coronaviridae,,Kenya bat coronavirus BtKY02
51178,Coronaviridae,,Kenya bat coronavirus BtKY03
51179,Coronaviridae,,Kenya bat coronavirus BtKY04
51180,Coronaviridae,,Kenya bat coronavirus BtKY05
51181,Coronaviridae,,Kenya bat coronavirus BtKY07
51182,Coronaviridae,,Kenya bat coronavirus BtKY08
51183,Coronaviridae,,Kenya bat coronavirus BtKY09
51184,Coronaviridae,,Kenya bat coronavirus BtKY10
51185,Coronaviridae,,Kenya bat coronavirus BtKY11
51186,Coronaviridae,,Kenya bat coronavirus BtKY12
51187,Coronaviridae,,Kenya bat coronavirus BtKY13
51188,Coronaviridae,,Kenya bat coronavirus BtKY14
51189,Coronaviridae,,Kenya bat coronavirus BtKY15
51190,Coronaviridae,,Kenya bat coronavirus BtKY17
51191,Coronaviridae,,Kenya bat coronavirus BtKY18
51192,Coronaviridae,,Kenya bat coronavirus BtKY19
51193,Coronaviridae,,Kenya bat coronavirus BtKY20
51194,Coronaviridae,,Kenya bat coronavirus BtKY21
51195,Coronaviridae,,Kenya bat coronavirus BtKY23
51196,Coronaviridae,,Kenya bat coronavirus BtKY24
51197,Coronaviridae,,Kenya bat coronavirus BtKY25
51198,Coronaviridae,,Kenya bat coronavirus BtKY28
51199,Coronaviridae,,Kenya bat coronavirus BtKY29
51200,Coronaviridae,,Kenya bat coronavirus BtKY30
51201,Coronaviridae,,Kenya bat coronavirus BtKY31
51202,Coronaviridae,,Kenya bat coronavirus BtKY34
51203,Coronaviridae,,Kenya bat coronavirus BtKY35
51204,Coronaviridae,,Kenya bat coronavirus BtKY36
51205,Coronaviridae,,Kenya bat coronavirus BtKY37
51206,Coronaviridae,,Kenya bat coronavirus BtKY39
51207,Coronaviridae,,Kenya bat coronavirus BtKY40
51208,Coronaviridae,,Kenya bat coronavirus BtKY42
51274,Parvoviridae,Protoparvovirus,Rat parvovirus 1b
51281,Astroviridae,Mamastrovirus,HMO Astrovirus A
51282,Astroviridae,Mamastrovirus,HMO Astrovirus B
51283,Astroviridae,Mamastrovirus,HMO Astrovirus C
51387,Potyviridae,Potyvirus,Potyvirus RID4895MJ1-MJ2a
51388,Potyviridae,Potyvirus,Potyvirus RID4950MJ1-MJ2a
51389,Potyviridae,Potyvirus,Potyvirus RID5215MJ1-MJ2a
51430,Astroviridae,,Astrovirus MLB2
51432,Astroviridae,,Astrovirus VA3
51433,Nodaviridae,Betanodavirus,Senegalese sole Iberian betanodavirus
51434,Nodaviridae,Betanodavirus,Gilthead sea bream Iberian betanodavirus
51435,Nodaviridae,Betanodavirus,Sea bass Iberian betanodavirus
51436,Geminiviridae,Mastrevirus,Saccharum streak virus
51490,Nodaviridae,,Gazza minuta nervous necrosis virus
51491,Nodaviridae,,Photopectoralis bindus nervous necrosis virus
51991,Rhabdoviridae,Perhabdovirus,Anguillid rhabdovirus
52021,Nodaviridae,Betanodavirus,Decapterus macrosoma nervous necrosis virus
52366,Picornaviridae,Sapelovirus,Avian sapelovirus
52367,Picornaviridae,Sapelovirus,Sapelovirus A
52396,Anelloviridae,Alphatorquevirus,Torque teno virus 1
52397,Anelloviridae,Alphatorquevirus,Torque teno virus 2
52398,Anelloviridae,Alphatorquevirus,Torque teno virus 3
52399,Anelloviridae,Alphatorquevirus,Torque teno virus 4
52400,Anelloviridae,Alphatorquevirus,Torque teno virus 5
52401,Anelloviridae,Alphatorquevirus,Torque teno virus 6
52402,Anelloviridae,Alphatorquevirus,Torque teno virus 7
52403,Anelloviridae,Alphatorquevirus,Torque teno virus 8
52404,Anelloviridae,Alphatorquevirus,Torque teno virus 9
52405,Anelloviridae,Alphatorquevirus,Torque teno virus 10
52406,Anelloviridae,Alphatorquevirus,Torque teno virus 11
52407,Anelloviridae,Alphatorquevirus,Torque teno virus 12
52408,Anelloviridae,Alphatorquevirus,Torque teno virus 13
52409,Anelloviridae,Alphatorquevirus,Torque teno virus 14
52410,Anelloviridae,Alphatorquevirus,Torque teno virus 15
52411,Anelloviridae,Alphatorquevirus,Torque teno virus 16
52412,Anelloviridae,Alphatorquevirus,Torque teno virus 17
52413,Anelloviridae,Alphatorquevirus,Torque teno virus 18
52414,Anelloviridae,Alphatorquevirus,Torque teno virus 19
52415,Anelloviridae,Alphatorquevirus,Torque teno virus 20
52416,Anelloviridae,Alphatorquevirus,Torque teno virus 21
52417,Anelloviridae,Alphatorquevirus,Torque teno virus 22
52418,Anelloviridae,Alphatorquevirus,Torque teno virus 23
52419,Anelloviridae,Alphatorquevirus,Torque teno virus 24
52420,Anelloviridae,Alphatorquevirus,Torque teno virus 25
52421,Anelloviridae,Alphatorquevirus,Torque teno virus 26
52422,Anelloviridae,Alphatorquevirus,Torque teno virus 27
52423,Anelloviridae,Alphatorquevirus,Torque teno virus 28
52424,Anelloviridae,Alphatorquevirus,Torque teno virus 29
52425,Anelloviridae,Betatorquevirus,Torque teno mini virus 1
52426,Anelloviridae,Betatorquevirus,Torque teno mini virus 2
52427,Anelloviridae,Betatorquevirus,Torque teno mini virus 3
52428,Anelloviridae,Betatorquevirus,Torque teno mini virus 4
52429,Anelloviridae,Betatorquevirus,Torque teno mini virus 5
52430,Anelloviridae,Betatorquevirus,Torque teno mini virus 6
52431,Anelloviridae,Betatorquevirus,Torque teno mini virus 7
52432,Anelloviridae,Betatorquevirus,Torque teno mini virus 8
52433,Anelloviridae,Betatorquevirus,Torque teno mini virus 9
52434,Anelloviridae,Gammatorquevirus,Torque teno midi virus 1
52435,Anelloviridae,Gammatorquevirus,Torque teno midi virus 2
52436,Anelloviridae,Deltatorquevirus,Torque teno tupaia virus
52437,Anelloviridae,Epsilontorquevirus,Torque teno tamarin virus
52438,Anelloviridae,Zetatorquevirus,Torque teno douroucouli virus
52440,Anelloviridae,Thetatorquevirus,Torque teno canis virus
52441,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1a
52442,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1b
52498,Picornaviridae,Kobuvirus,Kobuvirus cattle/BV228/2008/BEL
52499,Picornaviridae,Kobuvirus,Kobuvirus cattle/BV250/2008/BEL
52500,Picornaviridae,Kobuvirus,Kobuvirus cattle/BV253/2008/BEL
52545,Orthomyxoviridae,Quaranjavirus,Quaranfil virus
52546,Orthomyxoviridae,Quaranjavirus,Johnston Atoll virus
52547,Orthomyxoviridae,,Lake Chad virus
52549,Picornaviridae,Salivirus,Salivirus MN-2A
52550,Picornaviridae,Salivirus,Salivirus MN-8F
52551,Picornaviridae,Salivirus,Salivirus NG-11E
52552,Picornaviridae,Salivirus,Salivirus NG-1F
52553,Picornaviridae,Salivirus,Salivirus NG-7B
52555,Picornaviridae,Salivirus,Salivirus NP-10C
52556,Picornaviridae,Salivirus,Salivirus NP-12C
52557,Picornaviridae,Salivirus,Salivirus NP-4B
52558,Picornaviridae,Salivirus,Salivirus NP-4H
52559,Picornaviridae,Salivirus,Salivirus NP-6D
52560,Picornaviridae,Salivirus,Salivirus NP-6E
52561,Picornaviridae,Salivirus,Salivirus NP-6F
52562,Picornaviridae,Salivirus,Salivirus NP-8D
52563,Picornaviridae,Salivirus,Salivirus TN-11C
52564,Picornaviridae,Salivirus,Salivirus TN-5D
52565,Picornaviridae,Salivirus,Salivirus TN-7E
52566,Geminiviridae,Begomovirus,Sweet potato golden vein associated virus
52567,Geminiviridae,Begomovirus,Sweet potato mosaic associated virus
52605,Tymoviridae,Tymovirus,Chiltepin yellow mosaic virus
52608,Circoviridae,Circovirus,Sewage associated circovirus
52610,Inoviridae,Inovirus,Vibrio phage pre-CTX
52798,Nodaviridae,Betanodavirus,Mosquito nodavirus MNV-1
52941,Bunyaviridae,Hantavirus,Hantavirus KY
53139,Picornaviridae,Aphthovirus,Bovine rhinitis B virus
53147,Flaviviridae,Flavivirus,Phlebotomus flavivirus Alg_F19
53148,Flaviviridae,Flavivirus,Phlebotomus flavivirus Alg_F8
53150,Potyviridae,Potyvirus,Ugandan Passiflora virus
53158,Bunyaviridae,Tospovirus,Alstroemeria necrotic streak virus
53221,Geminiviridae,Begomovirus,Sweet potato leaf curl Bengal virus
53223,Geminiviridae,Begomovirus,Tomato leaf curl Cameroon virus
53235,Coronaviridae,Alphacoronavirus,Rhinolophus bat coronavirus HKU2
53236,Coronaviridae,Alphacoronavirus,Scotophilus bat coronavirus 512
53237,Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus 1
53238,Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus HKU8
53248,Coronaviridae,Gammacoronavirus,Beluga Whale coronavirus SW1
53258,Coronaviridae,,unidentified coronavirus
53286,Bromoviridae,Ilarvirus,Viola white distortion associated virus
53287,Coronaviridae,,unidentified human coronavirus
53288,Partitiviridae,,Mulberry cryptic virus 1
53289,Endornaviridae,Endornavirus,Mulberry endornavirus 1
53402,Rhabdoviridae,Sprivivirus,Spring viraemia of carp virus
53726,Luteoviridae,Polerovirus,Pepper yellows virus
53741,Rhabdoviridae,,Moussa virus
53787,Potyviridae,Potyvirus,Potyvirus cardamom/Sikkim/2009
53899,Bunyaviridae,Hantavirus,Ape Aime-Itapua virus
54003,Reoviridae,Cypovirus,Dendrolimus cypovirus XY-2009a
54004,Rhabdoviridae,Cytorhabdovirus,Ivy vein banding virus
54224,Coronaviridae,Alphacoronavirus,Bat coronavirus Philippines/Diliman1552G1/2008
54225,Coronaviridae,Betacoronavirus,Bat coronavirus Philippines/Diliman1525G2/2008
54266,Picobirnaviridae,Picobirnavirus,Picobirnavirus pig/SD/China/2009
54380,Reoviridae,Rotavirus,Red squirrel rotavirus XT854/06
54383,Parvoviridae,Protoparvovirus,Chicken parvovirus 5B8/2009
54875,Potyviridae,Potyvirus,Triteleia mosaic virus
55093,Parvoviridae,Copiparvovirus,Ungulate copiparvovirus 2
55411,Rhabdoviridae,Tupavirus,Durham virus
55520,Geminiviridae,Begomovirus,Tomato leaf curl Oman virus
55601,Geminiviridae,Begomovirus,Rhynchosia mild mosaic virus
55602,Geminiviridae,Begomovirus,Merremia mosaic Puerto Rico virus
55603,Geminiviridae,Begomovirus,Bean yellow mosaic Mexico virus
55604,Paramyxoviridae,,Paramyxovirus bat/GH15/2009
55605,Paramyxoviridae,,Paramyxovirus bat/GH2//2009
55606,Paramyxoviridae,,Paramyxovirus bat/GH3//2009
55607,Paramyxoviridae,,Paramyxovirus bat/GH6//2009
55608,Paramyxoviridae,,Paramyxovirus bat/GH21a/2009
55609,Paramyxoviridae,,Paramyxovirus bat/GH27a/2009
55610,Paramyxoviridae,,Paramyxovirus bat/GH4/2009
55611,Paramyxoviridae,,Paramyxovirus bat/GH24a/2009
55612,Paramyxoviridae,,Paramyxovirus bat/GH1a/2009
55613,Paramyxoviridae,,Paramyxovirus bat/GH2/2009
55614,Paramyxoviridae,,Paramyxovirus bat/GH6/2009
55615,Paramyxoviridae,,Paramyxovirus bat/GH13a/2009
55616,Paramyxoviridae,,Paramyxovirus bat/GH31/2009
55617,Paramyxoviridae,,Paramyxovirus bat/GH3/2009
55618,Paramyxoviridae,,Paramyxovirus bat/GH24/2009
55619,Paramyxoviridae,,Paramyxovirus bat/GH11/2009
55620,Paramyxoviridae,,Paramyxovirus bat/GH12/2009
55621,Paramyxoviridae,,Paramyxovirus bat/GH17/2009
55622,Paramyxoviridae,,Paramyxovirus bat/GH18/2009
55623,Paramyxoviridae,,Paramyxovirus bat/GH19/2009
55624,Paramyxoviridae,,Paramyxovirus bat/GH20/2009
55625,Paramyxoviridae,,Paramyxovirus bat/GH22/2009
55626,Paramyxoviridae,,Paramyxovirus bat/GH25/2009
55627,Paramyxoviridae,,Paramyxovirus bat/GH28/2009
55628,Paramyxoviridae,,Paramyxovirus bat/GH30/2009
55638,Partitiviridae,,Heterobasidion parviporum partitivirus Fr 110B
55669,Bunyaviridae,Hantavirus,Hantavirus Akm6266
55670,Bunyaviridae,Hantavirus,Hantavirus Akm6903
55671,Bunyaviridae,Hantavirus,Hantavirus Oln8057
55672,Bunyaviridae,Hantavirus,Hantavirus Oln8129
55718,Potyviridae,,Sunflower mild mosaic virus
56313,Parvoviridae,Aveparvovirus,Galliform aveparvovirus 1
56329,Alphaflexiviridae,Potexvirus,Lagenaria mild mosaic virus
56337,Circoviridae,Circovirus,Porcine circovirus type 1/2a
56396,Bromoviridae,Ilarvirus,Lilac leaf chlorosis virus
56584,Parvoviridae,Dependoparvovirus,Bat adeno-associated virus YNM
